id,sku,barcode,name,url,price,currency,description_html,usage_text,warnings_text,storage_text,created_at
138,000157-A,000157-A,"SEPE NATURAL Spirulina Toz 100 gr Yosun, Mavi Yeşil Alg, Bitkisel Protein, Vegan, Cam Şişe",https://www.sepenatural.com.tr/urun/toz-spirulina-100-gr-gidaya-uygun-analizli-siprulina-yosun,579.99,TL,,"Takviye Edici Gıda Grubumuzdaki Spirulina Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz","Spirulina, doğal yapısında bulunan protein, pigmentler, aminoasitler ve minerallerle öne çıkan mavi-yeşil bir alg türüdür. Saf ve doğal kaynaklara yönelenlerin son yıllarda en çok ilgi gösterdiği süper gıdalardan biri olarak dikkat çeker. Canlı rengi ve zengin besinsel profili sayesinde bitkisel rutinlere kolayca uyum sağlar. Doğadan gelen yoğun bir alg deneyimi arayanlar için sade ve güçlü bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:57
139,000147-A,000147-A,SEPE NATURAL Gotu Kola Extract Gotu Kola Ekstresi Toz 100 gr,https://www.sepenatural.com.tr/urun/gotu-kola-extract-gotu-kola-toz-ekstrakt-ekstresi-100-gr,1729.99,TL,,"Gotu Kola Ekstresi Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:58
140,000134-A,000134-A,SEPE NATURAL Gotu Kola Extract Gotu Kola Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/gotu-kola-extract-gotu-kola-toz-ekstrakt-ekstresi-50-gr,929.99,TL,,"Gotu Kola Ekstresi Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:00
141,000132-A,000132-A,SEPE NATURAL Turmeric Zerdeçal Öğütülmüş Toz 50 gr,https://www.sepenatural.com.tr/urun/zerdecal-toz-50-gr-turmeric-ogutulmus-zerdecal-kok-toz-zerdecal,229.99,TL,,"Takviye Edici Gıda Grubumuzdaki Öğütülmüş Zerdeçal Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:01
142,000150-A,000150-A,SEPE NATURAL Turmeric Zerdeçal Öğütülmüş Toz 100 gr,https://www.sepenatural.com.tr/urun/ogutulmus-toz-zerdecal-koku-100-gr-turmeric-curcumin,269.99,TL,,"Takviye Edici Gıda Grubumuzdaki Öğütülmüş Zerdeçal Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:03
143,000136-A,000136-A,SEPE NATURAL Grape Seed Extract Üzüm Çekirdeği Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/grape-seed-extract-uzum-cekirdegi-ekstrakt-ekstresi-50-gr,459.0,TL,,"Ürünümüzü smoothie, yoğurt, müsli, içecekler veya farklı tariflere damak tadınıza uygun miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:05
144,000146-A,000146-A,SEPE NATURAL Grape Seed Extract Üzüm Çekirdeği Ekstresi Toz 100 gr,https://www.sepenatural.com.tr/urun/grape-seed-extract-uzum-cekirdegi-ekstrakt-ekstresi-100-gr,729.0,TL,,"Ürünümüzü smoothie, yoğurt, müsli, içecekler veya farklı tariflere damak tadınıza uygun miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:07
145,000129-A,000129-A,SEPE NATURAL Ginger Zencefil Öğütülmüş Toz 50 gr,https://www.sepenatural.com.tr/urun/zencefil-toz-50-gr-ogutulmus-zencefil-koku-ginger-powder,289.99,TL,,"Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:09
146,000145-A,000145-A,SEPE NATURAL Ginger Zencefil Öğütülmüş Toz 100 gr,https://www.sepenatural.com.tr/urun/zencefil-toz-100-gr-ogutulmus-zencefil-koku-ginger-powder,439.99,TL,,"Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:11
147,000131-A,000131-A,SEPE NATURAL Artichoke Extract Enginar Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/enginar-ekstresi-toz-ekstrakt-50-gr-artichoke-extract-powder,439.99,TL,,"Takviye Edici Gıda Grubumuzdaki Enginar Ekstresi Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:12
148,000133-A,000133-A,SEPE NATURAL Bitter Melon Extract Kudret Narı Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/kudret-nari-ekstresi-toz-ekstrakt-50-gr-bitter-melon-extract,459.99,TL,,"Kudret Narı Ekstresi Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.","Kudret Narı (Momordica charantia), kabakgiller (Cucurbitaceae) familyasına ait, sarmaşık formunda büyüyen ve yüzeyi pütürlü, karakteristik acı tada sahip meyveleriyle bilinen tropikal bir bitkidir. Geleneksel bitkisel uygulamalarda uzun yıllardır kullanılan kudret narı, doğal yapısında bulunan triterpenoid saponinler, flavonoidler ve çeşitli bitkisel bileşikler ile dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:14
149,000101-A,000101-A,Enginar 60 Kapsül 500 mg Artichoke 60 Kapsül,https://www.sepenatural.com.tr/urun/nop-enginar-60-kapsul-500-mg-artichoke-60-kapsul,279.99,TL,,Enginar Kapsül Kullanım Önerisi - Enginar Kapsül Nasıl Kullanılır?,Markamız ve diğer marka ürün etiketleri üzerinde TR-35-K-000853 işletme kayıt numarası veya üretici olarak firmamız adını görüyorsanız DERHAL KONTROL EDİNİZ,Markamız ve diğer marka ürün etiketleri üzerinde TR-35-K-000853 işletme kayıt numarası veya üretici olarak firmamız adını görüyorsanız DERHAL KONTROL EDİNİZ,2026-02-12 13:23:16
150,000592-A,000592-A,"SEPE NATURAL Spirulina Toz 500 gr Yosun, Mavi Yeşil Alg, Bitkisel Protein, Vegan, Craft Bag",https://www.sepenatural.com.tr/urun/toz-spirulina-500-gr-siprulina-yosun,2059.99,TL,,"Takviye Edici Gıda Grubumuzdaki Spirulina Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz","Spirulina, doğal yapısında bulunan protein, pigmentler, aminoasitler ve minerallerle öne çıkan mavi-yeşil bir alg türüdür. Saf ve doğal kaynaklara yönelenlerin son yıllarda en çok ilgi gösterdiği süper gıdalardan biri olarak dikkat çeker. Canlı rengi ve zengin besinsel profili sayesinde bitkisel rutinlere kolayca uyum sağlar. Doğadan gelen yoğun bir alg deneyimi arayanlar için sade ve güçlü bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:17
151,000593-A,000593-A,"SEPE NATURAL Spirulina Toz 1000 gr Yosun, Mavi Yeşil Alg, Bitkisel Protein, Vegan, Craft Bag",https://www.sepenatural.com.tr/urun/toz-spirulina-1000-gr-siprulina-yosun-1-kg,3949.99,TL,,"Takviye Edici Gıda Grubumuzdaki Spirulina Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz","Spirulina, doğal yapısında bulunan protein, pigmentler, aminoasitler ve minerallerle öne çıkan mavi-yeşil bir alg türüdür. Saf ve doğal kaynaklara yönelenlerin son yıllarda en çok ilgi gösterdiği süper gıdalardan biri olarak dikkat çeker. Canlı rengi ve zengin besinsel profili sayesinde bitkisel rutinlere kolayca uyum sağlar. Doğadan gelen yoğun bir alg deneyimi arayanlar için sade ve güçlü bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:19
152,000142-A,000142-A,"SEPE NATURAL L-Arginine Toz 50 gr Analizli, Saf, 10 Servis, Aromasız",https://www.sepenatural.com.tr/urun/analizli-saf-l-arginine-toz-l-arjinin-50-gr-pure-arginin-powder,259.99,TL,,"Ürünümüzü su, meyve suyu veya smoothie ile karıştırarak, kişisel ihtiyaç ve tercihleriniz doğrultusunda küçük miktarlarda kullanabilirsiniz. Kullanım miktarı konusunda sağlık profesyoneline danışmanız tavsiye edilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:21
153,000105-A,000105-A,NOP Devedikeni Milkthistle Seed Full Potency 200 Kapsül x 930 mg,https://www.sepenatural.com.tr/urun/nop-devedikeni-200-kapsul-930-mg-milk-thistle-seed-deve-dikeni,659.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:24
154,000910-A,000910-A,SEPE NATURAL Devedikeni İnce Öğütülmüş Toz 1000 gr 1 kg,https://www.sepenatural.com.tr/urun/ince-ogutulmus-1-000-gr-devedikeni-tohumu,459.99,TL,,"Ürünümüzü smoothie, yoğurt, çorba veya farklı tariflere, damak tadınıza uygun olacak şekilde küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:25
155,000149-A,000149-A,SEPE NATURAL Echinacea Extract Ekinezya Ekstresi Toz 100 gr,https://www.sepenatural.com.tr/urun/toz-ekinezya-ekstresi-100-gr-echinace-extract-powder,739.99,TL,,"Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.","Ekinezya (Echinacea purpurea), papatyagiller (Asteraceae) familyasından, mor-koni çiçekleriyle tanınan çok yıllık otsu bir bitkidir. Geleneksel bitkisel uygulamalarda hem kök hem de toprak üstü kısımları kullanılan ekinezya, doğal yapısında bulunan kafeik asit türevleri, alkamidler ve polisakkaritler bakımından dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:27
156,000152-A,000152-A,"SEPE NATURAL L-Arginine Toz 100 gr, Analizli, Saf, 20 Servis, Aromasız",https://www.sepenatural.com.tr/urun/analizli-saf-l-arginine-toz-l-arjinin-100-gr-pure-arginin-powder-1,379.99,TL,,"Ürünümüzü su, meyve suyu veya smoothie ile karıştırarak, kişisel ihtiyaç ve tercihleriniz doğrultusunda küçük miktarlarda kullanabilirsiniz. Kullanım miktarı konusunda sağlık profesyoneline danışmanız tavsiye edilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:28
157,000140-A,000140-A,SEPE NATURAL Maitake Extract Maytake Mantarı Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/maytake-mantar-ekstresi-toz-ekstrakt-50-gr-maitake-extract,349.99,TL,,"Maitake mantarı (Grifola frondosa), çok katmanlı yapısı ve geleneksel kullanımıyla bilinen bir mantar türüdür. Doğal yapısında bulunan beta-glukanlar ve çeşitli polisakkaritler ile dikkat çeker. Uzun yıllardır hem Doğu hem Batı bitkisel uygulamalarında yer almaktadır.","Maitake mantarı (Grifola frondosa), çok katmanlı yapısı ve geleneksel kullanımıyla bilinen bir mantar türüdür. Doğal yapısında bulunan beta-glukanlar ve çeşitli polisakkaritler ile dikkat çeker. Uzun yıllardır hem Doğu hem Batı bitkisel uygulamalarında yer almaktadır.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:30
158,000144-A,000144-A,SEPE NATURAL Green Coffee Extract Yeşil Kahve Ekstresi Toz 100 gr,https://www.sepenatural.com.tr/urun/green-coffee-bean-extract-yesil-kahve-cekirdek-ekstresi-100-gr,629.0,TL,,"Ürünümüzü kahve karışımlarına, smoothie ve içeceklere damak tadınıza göre az miktarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:31
159,000138-A,000138-A,SEPE NATURAL Green Coffee Extract Yeşil Kahve Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/green-coffee-bean-extract-toz-yesil-kahve-cekirdek-ekstresi-50-gr,399.0,TL,,"Ürünümüzü kahve karışımlarına, smoothie ve içeceklere damak tadınıza göre az miktarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:33
160,000148-A,000148-A,SEPE NATURAL Maitake Extract Maytake Mantarı Ekstresi Toz 100 gr,https://www.sepenatural.com.tr/urun/maytake-mantar-ekstresi-toz-ekstrakt-100-gr-maitake-extract,519.99,TL,,"Maitake mantarı (Grifola frondosa), çok katmanlı yapısı ve geleneksel kullanımıyla bilinen bir mantar türüdür. Doğal yapısında bulunan beta-glukanlar ve çeşitli polisakkaritler ile dikkat çeker. Uzun yıllardır hem Doğu hem Batı bitkisel uygulamalarında yer almaktadır.","Maitake mantarı (Grifola frondosa), çok katmanlı yapısı ve geleneksel kullanımıyla bilinen bir mantar türüdür. Doğal yapısında bulunan beta-glukanlar ve çeşitli polisakkaritler ile dikkat çeker. Uzun yıllardır hem Doğu hem Batı bitkisel uygulamalarında yer almaktadır.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:34
161,000633-A,000633-A,"KOLLAJEN ,HYALURONİK ASİT , ARI SÜTÜ İÇEREN TAKVİYE EDİCİ GIDA",https://www.sepenatural.com.tr/urun/kollajen-hyaluronik-asit-ari-sutu-iceren-takviye-edici-gida,559.99,TL,,,,-   Tavsiye edilen günlük porsiyonu aşmayınız.,2026-02-12 13:23:39
162,000632-A,000632-A,"Just 4 You Kara Mürver, Propolis, Turunç, Meyan Kökü, Ekinezya Ekstreleri 90 Kapsül x 900 mg SEPE",https://www.sepenatural.com.tr/urun/kara-murver-meyan-koku-turunc-ekinezya-propolis-takviye-edici-gida-90-kapsul-x900-mg,649.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:41
163,KP-SET001,KP-SET001,SPN  5HTP X 350MG - RHODIOLA X 387MG -SPIRULINA X 380MG,https://www.sepenatural.com.tr/urun/spn-5htp-x-350mg-rhodiola-x-387mg-spirulina-x-380mg,1729.99,TL,,,,,2026-02-12 13:23:42
164,KP-SET002,KP-SET002,SPN FLEXIS X 1030MG - CAT'S CLAW X 360MG - ZERDECAL KARABIBER 880MG,https://www.sepenatural.com.tr/urun/spn-flexis-x-1030mg-cats-claw-x-360mg-zerdecal-karabiber-880mg,1519.99,TL,,,,,2026-02-12 13:23:44
165,KP-SET003,KP-SET003,"SEPE NATURAL Artichoke Enginar, Milk Thistle Devedikeni Full Potency, Chitosan Kitosan Kapsül Set",https://www.sepenatural.com.tr/urun/spn-artichoke-x-380mg-milk-thistle-930mg-chitosan-330mg,1689.99,TL,,,,,2026-02-12 13:23:46
166,KP-SET004,KP-SET004,SPN MGS X 920MG - CHITOSAN X 330MG KAPSUL - ASPIR 100 SOFTGELL,https://www.sepenatural.com.tr/urun/spn-mgs-x-920mg-chitosan-x-330mg-kapsul-aspir-100-softgell,2369.99,TL,,,,,2026-02-12 13:23:47
167,KP-SET007,KP-SET007,SPN PROPOLIS 10X10 - PROPOLIS KIDS 10X10 - ARI SUTU 10X10,https://www.sepenatural.com.tr/urun/spn-propolis-10x10-propolis-kids-10x10-ari-sutu-10x10,1139.99,TL,,,,,2026-02-12 13:23:49
168,000189-A,000189-A,"SEPE NATURAL Arı Sütü, Kalsiyum, Çinko, Folik Asit, C ve B Vitamin Kompleks 100ml Su Bazlı Şurup",https://www.sepenatural.com.tr/urun/spn-ari-sutu-100-ml-oral-liquid,469.99,TL,,"İyice çalkalandıktan sonra, 11 Yaş ve üzeri tüm bireyler için, tercihen günde 10 ml ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına kullanılabilir.","Saf arı sütü, doğal arı ürünlerine yönelenlerin tercih ettiği güçlü ve yoğun bir doğal içeriktir. Krem kıvamlı yapısı ve karakteristik aromasıyla dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:50
169,000939-A,000939-A,SEPE NATURAL Propolis Ekstresi 30 Tablet x 1050 mg,https://www.sepenatural.com.tr/urun/propolis-extract-30-tablet-x-1050-mg,649.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 tablet ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:23:52
170,000604-A,000604-A,SEPE NATURAL Devedikeni İnce Öğütülmüş Toz 500 gr,https://www.sepenatural.com.tr/urun/ogutulmus-devedikeni-tohumu-500-gr,319.99,TL,,"Ürünümüzü smoothie, yoğurt, çorba veya farklı tariflere, damak tadınıza uygun olacak şekilde küçük miktarlarda ekleyerek kullanabilirsiniz.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:30:41
171,000934-A,000934-A,NOP Brokoli Full Potency 100 Kapsül X 420 mg,https://www.sepenatural.com.tr/urun/nop-brokoli-takviye-edici-gida-100-kapsul-broccoli,549.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç karnına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:30:57
